"href","question","completation_rate","level"
"https://leetcode.com/problems/keep-multiplying-found-values-by-two","2154. Keep Multiplying Found Values by Two","75.1%","Easy"
"https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array","2155. All Divisions With the Highest Score of a Binary Array","65.2%","Med."
"https://leetcode.com/problems/find-substring-with-given-hash-value","2156. Find Substring With Given Hash Value","25.7%","Hard"
"https://leetcode.com/problems/groups-of-strings","2157. Groups of Strings","27.2%","Hard"
"https://leetcode.com/problems/amount-of-new-area-painted-each-day","2158. Amount of New Area Painted Each Day","55.6%","Hard"
"https://leetcode.com/problems/order-two-columns-independently","2159. Order Two Columns Independently","61.4%","Med."
"https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits","2160. Minimum Sum of Four Digit Number After Splitting Digits","86.2%","Easy"
"https://leetcode.com/problems/partition-array-according-to-given-pivot","2161. Partition Array According to Given Pivot","89.8%","Med."
"https://leetcode.com/problems/minimum-cost-to-set-cooking-time","2162. Minimum Cost to Set Cooking Time","41.4%","Med."
"https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements","2163. Minimum Difference in Sums After Removal of Elements","69.9%","Hard"
"https://leetcode.com/problems/sort-even-and-odd-indices-independently","2164. Sort Even and Odd Indices Independently","63.0%","Easy"
"https://leetcode.com/problems/smallest-value-of-the-rearranged-number","2165. Smallest Value of the Rearranged Number","53.3%","Med."
"https://leetcode.com/problems/design-bitset","2166. Design Bitset","32.4%","Med."
"https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods","2167. Minimum Time to Remove All Cars Containing Illegal Goods","41.9%","Hard"
"https://leetcode.com/problems/unique-substrings-with-equal-digit-frequency","2168. Unique Substrings With Equal Digit Frequency","64.4%","Med."
"https://leetcode.com/problems/count-operations-to-obtain-zero","2169. Count Operations to Obtain Zero","79.8%","Easy"
"https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating","2170. Minimum Operations to Make the Array Alternating","35.1%","Med."
"https://leetcode.com/problems/removing-minimum-number-of-magic-beans","2171. Removing Minimum Number of Magic Beans","44.2%","Med."
"https://leetcode.com/problems/maximum-and-sum-of-array","2172. Maximum AND Sum of Array","50.5%","Hard"
"https://leetcode.com/problems/longest-winning-streak","2173. Longest Winning Streak","54.3%","Hard"
"https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips-ii","2174. Remove All Ones With Row and Column Flips II","67.2%","Med."
"https://leetcode.com/problems/the-change-in-global-rankings","2175. The Change in Global Rankings","60.9%","Med."
"https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array","2176. Count Equal and Divisible Pairs in an Array","84.0%","Easy"
"https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number","2177. Find Three Consecutive Integers That Sum to a Given Number","65.1%","Med."
"https://leetcode.com/problems/maximum-split-of-positive-even-integers","2178. Maximum Split of Positive Even Integers","59.6%","Med."
"https://leetcode.com/problems/count-good-triplets-in-an-array","2179. Count Good Triplets in an Array","65.8%","Hard"
"https://leetcode.com/problems/count-integers-with-even-digit-sum","2180. Count Integers With Even Digit Sum","69.5%","Easy"
"https://leetcode.com/problems/merge-nodes-in-between-zeros","2181. Merge Nodes in Between Zeros","89.6%","Med."
"https://leetcode.com/problems/construct-string-with-repeat-limit","2182. Construct String With Repeat Limit","70.9%","Med."
"https://leetcode.com/problems/count-array-pairs-divisible-by-k","2183. Count Array Pairs Divisible by K","30.4%","Hard"
"https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall","2184. Number of Ways to Build Sturdy Brick Wall","49.4%","Med."
"https://leetcode.com/problems/counting-words-with-a-given-prefix","2185. Counting Words With a Given Prefix","84.5%","Easy"
"https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii","2186. Minimum Number of Steps to Make Two Strings Anagram II","73.1%","Med."
"https://leetcode.com/problems/minimum-time-to-complete-trips","2187. Minimum Time to Complete Trips","39.5%","Med."
"https://leetcode.com/problems/minimum-time-to-finish-the-race","2188. Minimum Time to Finish the Race","43.0%","Hard"
"https://leetcode.com/problems/number-of-ways-to-build-house-of-cards","2189. Number of Ways to Build House of Cards","62.6%","Med."
"https://leetcode.com/problems/most-frequent-number-following-key-in-an-array","2190. Most Frequent Number Following Key In an Array","59.3%","Easy"
"https://leetcode.com/problems/sort-the-jumbled-numbers","2191. Sort the Jumbled Numbers","60.0%","Med."
"https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph","2192. All Ancestors of a Node in a Directed Acyclic Graph","62.1%","Med."
"https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome","2193. Minimum Number of Moves to Make Palindrome","52.5%","Hard"
"https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet","2194. Cells in a Range on an Excel Sheet","84.1%","Easy"
"https://leetcode.com/problems/append-k-integers-with-minimal-sum","2195. Append K Integers With Minimal Sum","26.7%","Med."
"https://leetcode.com/problems/create-binary-tree-from-descriptions","2196. Create Binary Tree From Descriptions","81.7%","Med."
"https://leetcode.com/problems/replace-non-coprime-numbers-in-array","2197. Replace Non-Coprime Numbers in Array","57.6%","Hard"
"https://leetcode.com/problems/number-of-single-divisor-triplets","2198. Number of Single Divisor Triplets","54.7%","Med."
"https://leetcode.com/problems/finding-the-topic-of-each-post","2199. Finding the Topic of Each Post","50.3%","Hard"
"https://leetcode.com/problems/find-all-k-distant-indices-in-an-array","2200. Find All K-Distant Indices in an Array","77.4%","Easy"
"https://leetcode.com/problems/count-artifacts-that-can-be-extracted","2201. Count Artifacts That Can Be Extracted","56.9%","Med."
"https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves","2202. Maximize the Topmost Element After K Moves","23.9%","Med."
"https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths","2203. Minimum Weighted Subgraph With the Required Paths","40.3%","Hard"
"https://leetcode.com/problems/distance-to-a-cycle-in-undirected-graph","2204. Distance to a Cycle in Undirected Graph","73.2%","Hard"
"https://leetcode.com/problems/the-number-of-users-that-are-eligible-for-discount","2205. The Number of Users That Are Eligible for Discount","50.6%","Easy"
"https://leetcode.com/problems/divide-array-into-equal-pairs","2206. Divide Array Into Equal Pairs","79.2%","Easy"
"https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string","2207. Maximize Number of Subsequences in a String","35.8%","Med."
"https://leetcode.com/problems/minimum-operations-to-halve-array-sum","2208. Minimum Operations to Halve Array Sum","49.8%","Med."
"https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets","2209. Minimum White Tiles After Covering With Carpets","38.3%","Hard"
"https://leetcode.com/problems/count-hills-and-valleys-in-an-array","2210. Count Hills and Valleys in an Array","69.3%","Easy"
"https://leetcode.com/problems/count-collisions-on-a-road","2211. Count Collisions on a Road","58.1%","Med."
"https://leetcode.com/problems/maximum-points-in-an-archery-competition","2212. Maximum Points in an Archery Competition","51.2%","Med."
"https://leetcode.com/problems/longest-substring-of-one-repeating-character","2213. Longest Substring of One Repeating Character","34.0%","Hard"
"https://leetcode.com/problems/minimum-health-to-beat-game","2214. Minimum Health to Beat Game","58.8%","Med."
"https://leetcode.com/problems/find-the-difference-of-two-arrays","2215. Find the Difference of Two Arrays","81.2%","Easy"
"https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful","2216. Minimum Deletions to Make Array Beautiful","49.6%","Med."
"https://leetcode.com/problems/find-palindrome-with-fixed-length","2217. Find Palindrome With Fixed Length","37.8%","Med."
"https://leetcode.com/problems/maximum-value-of-k-coins-from-piles","2218. Maximum Value of K Coins From Piles","60.4%","Hard"
"https://leetcode.com/problems/maximum-sum-score-of-array","2219. Maximum Sum Score of Array","62.8%","Med."
"https://leetcode.com/problems/minimum-bit-flips-to-convert-number","2220. Minimum Bit Flips to Convert Number","87.7%","Easy"
"https://leetcode.com/problems/find-triangular-sum-of-an-array","2221. Find Triangular Sum of an Array","82.0%","Med."
"https://leetcode.com/problems/number-of-ways-to-select-buildings","2222. Number of Ways to Select Buildings","50.7%","Med."
"https://leetcode.com/problems/sum-of-scores-of-built-strings","2223. Sum of Scores of Built Strings","44.8%","Hard"
"https://leetcode.com/problems/minimum-number-of-operations-to-convert-time","2224. Minimum Number of Operations to Convert Time","66.1%","Easy"
"https://leetcode.com/problems/find-players-with-zero-or-one-losses","2225. Find Players With Zero or One Losses","72.5%","Med."
"https://leetcode.com/problems/maximum-candies-allocated-to-k-children","2226. Maximum Candies Allocated to K Children","49.9%","Med."
"https://leetcode.com/problems/encrypt-and-decrypt-strings","2227. Encrypt and Decrypt Strings","37.8%","Hard"
"https://leetcode.com/problems/users-with-two-purchases-within-seven-days","2228. Users With Two Purchases Within Seven Days","46.6%","Med."
"https://leetcode.com/problems/check-if-an-array-is-consecutive","2229. Check if an Array Is Consecutive","62.0%","Easy"
"https://leetcode.com/problems/the-users-that-are-eligible-for-discount","2230. The Users That Are Eligible for Discount","50.6%","Easy"
"https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity","2231. Largest Number After Digit Swaps by Parity","64.7%","Easy"
"https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression","2232. Minimize Result by Adding Parentheses to Expression","68.1%","Med."
"https://leetcode.com/problems/maximum-product-after-k-increments","2233. Maximum Product After K Increments","43.0%","Med."
"https://leetcode.com/problems/maximum-total-beauty-of-the-gardens","2234. Maximum Total Beauty of the Gardens","30.2%","Hard"
"https://leetcode.com/problems/add-two-integers","2235. Add Two Integers","87.8%","Easy"
"https://leetcode.com/problems/root-equals-sum-of-children","2236. Root Equals Sum of Children","84.8%","Easy"
"https://leetcode.com/problems/count-positions-on-street-with-required-brightness","2237. Count Positions on Street With Required Brightness","62.8%","Med."
"https://leetcode.com/problems/number-of-times-a-driver-was-a-passenger","2238. Number of Times a Driver Was a Passenger","71.7%","Med."
"https://leetcode.com/problems/find-closest-number-to-zero","2239. Find Closest Number to Zero","47.6%","Easy"
"https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils","2240. Number of Ways to Buy Pens and Pencils","56.4%","Med."
"https://leetcode.com/problems/design-an-atm-machine","2241. Design an ATM Machine","44.2%","Med."
"https://leetcode.com/problems/maximum-score-of-a-node-sequence","2242. Maximum Score of a Node Sequence","39.5%","Hard"
"https://leetcode.com/problems/calculate-digit-sum-of-a-string","2243. Calculate Digit Sum of a String","67.4%","Easy"
"https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks","2244. Minimum Rounds to Complete All Tasks","63.2%","Med."
"https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path","2245. Maximum Trailing Zeros in a Cornered Path","37.3%","Med."
"https://leetcode.com/problems/longest-path-with-different-adjacent-characters","2246. Longest Path With Different Adjacent Characters","53.9%","Hard"
"https://leetcode.com/problems/maximum-cost-of-trip-with-k-highways","2247. Maximum Cost of Trip With K Highways","50.9%","Hard"
"https://leetcode.com/problems/intersection-of-multiple-arrays","2248. Intersection of Multiple Arrays","68.6%","Easy"
"https://leetcode.com/problems/count-lattice-points-inside-a-circle","2249. Count Lattice Points Inside a Circle","56.2%","Med."
"https://leetcode.com/problems/count-number-of-rectangles-containing-each-point","2250. Count Number of Rectangles Containing Each Point","37.0%","Med."
"https://leetcode.com/problems/number-of-flowers-in-full-bloom","2251. Number of Flowers in Full Bloom","57.7%","Hard"
"https://leetcode.com/problems/dynamic-pivoting-of-a-table","2252. Dynamic Pivoting of a Table","57.4%","Hard"
"https://leetcode.com/problems/dynamic-unpivoting-of-a-table","2253. Dynamic Unpivoting of a Table","69.2%","Hard"
"https://leetcode.com/problems/design-video-sharing-platform","2254. Design Video Sharing Platform","63.8%","Hard"
"https://leetcode.com/problems/count-prefixes-of-a-given-string","2255. Count Prefixes of a Given String","74.2%","Easy"
